시도교육청,폐교명,폐교연도,지역교육청,급별,활용현황,주소
경기,부천북여중,2018,부천,중,자체활용,부천시 원미구 도당동 36
경기,부천북중,2018,부천,중,자체활용,부천시 원미구 도당동 37
경기,북내초 주암분교장,2017,여주,초,자체활용,여주시 북내면 주암리 173
경기,분원초 검천분교장,1995,광주하남,초,대부,광주시 남종면 검천리 114-1
경기,비봉초 유포분교장,1992,화성오산,초,대부,화성시 비봉면 유포리 307
경기,산음초 산대분교장,1990,양평,초,매각,경기도 양평군 단월면 석산리 470
경기,산음초 석산분교장,1990,양평,초,매각,경기도 양평군 단월면 석산리 136
경기,산호초,1995,포천,초,자체활용,포천시 영북면 산정리 83
경기,"산호초 
장암분교장",1982,포천,초,매각,경기도 포천시 이동면 장암리 250
경기,삼정초 금동분교장,1990,포천,초,대부,포천시 신북면 금동리 24-1
경기,상색초 두밀분교장,1994,가평,초,대부,가평군 가평읍 두밀리 11-2
경기,상품초 주록분교장,1996,여주,초,매각,여주시 금사면 주록리 40-2
