region,school_name,closure_year,local_office,school_level,utilization_status,address,years_since_closure,closure_risk_index
chunbook,감물초 매전분교장,1991,괴산증평,초,매각,괴산군 감물면 매전리 410-1,34,0.5508196721311475
chunbook,감물초 이담분교장,1995,괴산증평,초,매각,괴산군 감물면 이담리 640,30,0.4983606557377048
chunbook,강내초 저산분교장,1995,청주,초,매각, 청주시 흥덕구 강내면 저산리 200-3,30,0.4983606557377048
chunbook,강천초,2019,충주,초,대부,충주시 앙성면 목미리 89-2,6,0.38032786885245917
chunbook,강천초 단암분교장,1995,충주,초,대부,충주시 앙성면 단암리 412-1,30,0.6950819672131149
chunbook,공전초,1999,제천,초,대부,제천시 봉양읍 공전리 265,26,0.6426229508196722
chunbook,관기초 기대분교장,1994,보은,초,대부,보은군 마로면 기대리 328-2,31,0.7081967213114756
chunbook,관기초 소여분교장,1995,보은,초,미활용,보은군 마로면 소여리 470-1,30,0.8426229508196724
chunbook,관기초 적암분교장,1995,보은,초,미활용,보은군 마로면 적암리 149,30,0.8426229508196724
chunbook,광덕초,1993,괴산증평,초,매각,괴산군 문광면 신기리 111,32,0.524590163934426
chunbook,괴산명덕초 제월분교장,1996,괴산증평,초,미활용,괴산군 괴산읍 제월리 289,29,0.8295081967213117
chunbook,구)내곡초,2019,청주,초,매각, 청주시 흥덕구 내곡동 10-2,6,0.18360655737704912
chunbook,구)동명초,2013,제천,초,매각,제천시 명동 68,12,0.2622950819672131
chunbook,구)상신초,2019,진천,초,미활용,진천군 이월면 신월리 317-16,6,0.5278688524590164
chunbook,구)중앙초,2015,청주,초,매각, 청주시 상당구 문화동 4,10,0.23606557377049175
chunbook,구정초 오상분교장,2002,진천,초,대부,진천군 초평면 은암리 290-1,23,0.6032786885245901
chunbook,군동초,1998,옥천,초,매각,옥천군 옥천읍 수북리 83,27,0.4590163934426231
chunbook,금성초 장선분교장,1996,제천,초,대부,제천시 청풍면 장선리 98,29,0.6819672131147542
chunbook,금성초 중전분교장,1992,제천,초,대부,제천시 금성면 포전리 409-2,33,0.7344262295081968
chunbook,금성초 황석분교장,1987,제천,초,매각,제천시 청풍면 후산리 47-2,38,0.6032786885245901
chunbook,금호초 마곡분교장,1988,영동,초,매각,영동군 심천면 마곡리 885,37,0.5901639344262294
chunbook,남당초 삼선분교장,1993,제천,초,미활용,제천시 봉양읍 삼거리 538,32,0.8688524590163936
chunbook,남신초 덕생분교,2012,음성,초,미활용,음성군 음성읍 삼생리 94,13,0.6196721311475409
chunbook,남이초 구암분교장,1992,청주,초,자체활용,청주시 서원구 남이면 구암리 275,33,0.6360655737704918
chunbook,남일초 두산분교장,2010,청주,초,자체활용,청주시 상당구 남일면 두산리 106-1,15,0.40000000000000013
chunbook,남한강초,2020,충주,초,자체활용,충주시 문화동 1924,5,0.26885245901639343
chunbook,낭성초 갈산분교장,2004,청주,초,대부,청주시 상당구 낭성면 갈산리 341-1,21,0.5770491803278689
chunbook,낭성초 산동분교장,1996,청주,초,매각,  청주시 상당구 낭성면 관정리 277-1,29,0.4852459016393441
chunbook,내북초 아곡분교장,2002,보은,초,대부,보은군 내북면 상궁리 46-2,23,0.6032786885245901
chunbook,내북초 이식분교장,1999,보은,초,대부,보은군 산외면 이식리 84,26,0.6426229508196722
chunbook,내북초 이원분교장,1996,보은,초,매각,보은군 내북면 이원리 209-1,29,0.4852459016393441
chunbook,노송초,2002,영동,초,매각,영동군 황간면 노근리 700,23,0.4065573770491805
chunbook,노은초 수룡분교장,1996,충주,초,미활용,충주시 노은면 수룡리 554-1,29,0.8295081967213117
chunbook,노은초 수상분교장,2013,충주,초,자체활용,충주시 노은면 안락리 119-1,12,0.3606557377049181
chunbook,능산초,2023,음성,초,미활용,음성군 삼성면 능산리 203,2,0.47540983606557374
chunbook,능암초,2007,충주,초,매각,충주시 앙성면 돈산리 98-4,18,0.34098360655737714
chunbook,단산중학교,2017,단양,중,매각, 단양군 어상천면 임현리 311,8,0.11147540983606563
chunbook,단양초 금곡분교장,1999,단양,초,매각, 단양군 단양읍 기촌리 107,26,0.4459016393442625
chunbook,단양초 노동분교장,1999,단양,초,대부,단양군 단양읍 노동리 265,26,0.6426229508196722
chunbook,단양초 여천분교장,1994,단양,초,매각, 단양군 가곡면 여천리 242,31,0.5114754098360655
chunbook,단천초 가산분교장,2019,단양,초,미활용,단양군 단성면 가산리 290,6,0.5278688524590164
chunbook,단천초 두항분교장,1991,단양,초,대부,단양군 단성면 두항리 39,34,0.7475409836065575
chunbook,대강초 올산분교장,1992,단양,초,대부,단양군 대강면 올산리 185,33,0.7344262295081968
chunbook,대강초 장정분교장,2017,단양,초,미활용,단양군 대강면 장정리 30,8,0.5540983606557376
chunbook,대강초 죽령분교장,1988,단양,초,매각, 단양군 대강면 용부원리 82,37,0.5901639344262294
chunbook,대강초 황정분교장,1995,단양,초,매각, 단양군 대강면 황정리 194,30,0.4983606557377048
chunbook,대성초,2014,옥천,초,대부,옥천군 이원면 의평리 276-2,11,0.4459016393442623
chunbook,대소원초,2020,충주,초,자체활용,충주시 대소원면 본리 569-15,5,0.26885245901639343
chunbook,덕산초 선림분교장,1995,제천,초,매각,제천시 덕산면 선고리 92-3,30,0.4983606557377048
chunbook,덕산초 월악분교장,1992,제천,초,대부,제천시 덕산면 월악리596,33,0.7344262295081968
chunbook,도담초,1997,단양,초,매각, 단양군 매포읍 우덕리 63,28,0.47213114754098384
chunbook,도안초 연촌분교장,1985,괴산증평,초,매각, 증평군 도안면 연촌리 53,40,0.6295081967213115
chunbook,동광초 학림분교장,2003,보은,초,자체활용,보은군 보은읍 중동리 9-1,22,0.4918032786885246
chunbook,동량초 서운분교장,1999,충주,초,미활용,충주시 동량면 서운리 155,26,0.7901639344262298
chunbook,동량초 지동분교장,1992,충주,초,매각,충주시 동량면 하천리 13-3,33,0.5377049180327867
chunbook,동량초 하천분교장,1995,충주,초,대부,충주시 동량면 손동리 336,30,0.6950819672131149
chunbook,동이중,1998,옥천,중,대부,옥천군 동이면 적하리 672,27,0.5573770491803279
chunbook,동이초 청마분교장,1994,옥천,초,매각,옥천군 동이면 청마리 872-1,31,0.5114754098360655
chunbook,두학초 자작분교장,1992,제천,초,대부,제천시 자작동 256-4,33,0.7344262295081968
chunbook,만수초 공북분교장,1995,청주,초,매각, 청주시 흥덕구 오송읍 공북리 337,30,0.4983606557377048
chunbook,매포초기동분교장,1990,단양,초,대부,단양군 적성면 기동리 433-1,35,0.7606557377049182
chunbook,맹동초 통동분교장,1992,음성,초,매각,음성군 맹동면 통동리 235,33,0.5377049180327867
chunbook,목도고,2022,괴산증평,고,자체활용,괴산군 불정면 목도리 360,3,0.04590163934426228
chunbook,목도중,1992,괴산증평,중,매각,괴산군 불정면 목도리 247,33,0.43934426229508194
chunbook,무극초 사정분교장,1995,음성,초,대부,음성군 음성읍 사정리 949,30,0.6950819672131149
chunbook,문광초 덕평분교장,2011,괴산증평,초,매각,괴산군 청천면 덕평리 280,14,0.2885245901639344
chunbook,문백초 은탄분교장,1993,진천,초,매각,진천군 문백면 은탄리 338-3,32,0.524590163934426
chunbook,문의초 구룡분교장,1992,청주,초,미활용,청주시 상당구 문의면 구룡리 338,33,0.8819672131147543
chunbook,문의초 소전분교장,1999,청주,초,매각,  청주시 상당구 문의면 소전리 653-2,26,0.4459016393442625
chunbook,문의초 회서분교장,1992,청주,초,매각,  청주시 상당구 문의면 마동리 81-1,33,0.5377049180327867
chunbook,미봉초,2018,영동,초,대부,영동군 양강면 유점리 697-3,7,0.3934426229508198
chunbook,미봉초 구강분교장,1995,영동,초,매각,영동군 양강면 구강리 74,30,0.4983606557377048
chunbook,미원중 운암분교장,1991,청주,초,미활용,청주시 상당구 미원면 운암리 593,34,0.8950819672131151
chunbook,미원초 가양분교장,1992,청주,초,매각,  청주시 상당구 미원면 가양리 332,33,0.5377049180327867
chunbook,미원초 기암분교장,2000,청주,초,매각, 청주시 상당구 미원면 기암리 251-1,25,0.4327868852459018
chunbook,미원초 용곡분교장,2000,청주,초,미활용,청주시 상당구 미원면 용곡리 287-1,25,0.7770491803278691
chunbook,미원초 종암분교장,2000,청주,초,대부,청주시 상당구 미원면 종암리 387,25,0.6295081967213115
chunbook,백곡중,2012,진천,중,자체활용,진천군 백곡면 사송리 476-1,13,0.2754098360655738
chunbook,백곡초 명암분교장,1991,진천,초,매각,진천군 백곡면 명암리 213-1,34,0.5508196721311475
chunbook,백곡초 성대분교장,1999,진천,초,대부,진천군 백곡면 성대리 498-2,26,0.6426229508196722
chunbook,백봉초 운곡분교장,1995,괴산증평,초,미활용,괴산군 청안면 운곡리 209-2,30,0.8426229508196724
chunbook,백봉초 장암분교장,1999,괴산증평,초,대부,괴산군 청안면 장암리 401-1,26,0.6426229508196722
chunbook,백운초 애련분교장,1990,제천,초,매각,제천시 백운면 애련리 198,35,0.5639344262295082
chunbook,백운초 원월분교장,1991,제천,초,매각,제천시 백운면 원월리 344-1,34,0.5508196721311475
chunbook,범화초,1999,영동,초,매각,영동군 학산면 범화리 748-1,26,0.4459016393442625
chunbook,별방초 사지원분교장,1991,단양,초,매각, 단양군 영춘면 사지원리 64-1,34,0.5508196721311475
chunbook,별방초 유암분교장,1995,단양,초,대부,단양군 영춘면  유암리 253,30,0.6950819672131149
chunbook,보광초 백마분교장,2001,괴산증평,초,매각,괴산군 사리면 중흥리 1-1,24,0.4196721311475411
chunbook,보광초 화곡분교장,2013,괴산증평,초,매각,괴산군 사리면 이곡리 452,12,0.2622950819672131
chunbook,보덕초 ,1999,보은,초,매각,보은군 탄부면 하장리 35-5,26,0.4459016393442625
chunbook,복성초,1992,충주,초,대부,충주시 앙성면 지당리 201-5,33,0.7344262295081968
chunbook,봉양초 명암분교장,1995,제천,초,매각,제천시 봉양읍 명암리 605-4,30,0.4983606557377048
chunbook,봉양초 봉남분교,1999,제천,초,매각,제천시 봉양읍 마곡리 540,26,0.4459016393442625
chunbook,봉양초 학전분교장,1995,제천,초,매각,제천시 봉양읍 옥전리 180,30,0.4983606557377048
chunbook,부상초,1995,영동,초,매각,영동군 용산면 부상리 697-1,30,0.4983606557377048
chunbook,북일초 청애원분교장,1992,청주,초,매각,  청주시 청원구 내수읍 원통리 산138,33,0.5377049180327867
chunbook,산수초,1982,충주,초,매각,충주시 신니면 마수리 191-3,43,0.6688524590163935
chunbook,산외초 산대분교장,1992,보은,초,대부,보은군 산외면 산대리 215,33,0.7344262295081968
chunbook,산외초 장갑분교장,2002,보은,초,대부,보은군 산외면 장갑리 318,23,0.6032786885245901
chunbook,산척중,2023,충주,중,자체활용,충주시 산척면 영덕리 718-2,2,0.13114754098360648
chunbook,산척초 명서분교장,1992,충주,초,대부,충주시 산척면 명서리 493-7,33,0.7344262295081968
chunbook,산척초 방대분교장,1991,충주,초,매각,충주시 산척면 명서리 158,34,0.5508196721311475
chunbook,산척초 석천분교장,1997,충주,초,매각,충주시 산척면 석천리 203,28,0.47213114754098384
chunbook,삼산초 동정분교장,1999,보은,초,매각,보은군 수한면 동정리 20-1,26,0.4459016393442625
chunbook,삼산초 중초분교장,1999,보은,초,대부,보은군 보은읍 중초리 408-1,26,0.6426229508196722
chunbook,삼수초 매산분교장,2013,진천,초,매각,진천군 덕산읍 산수리 465-1,12,0.2622950819672131
chunbook,삼승초,2007,보은,초,매각,보은군 삼승면 상가리 333,18,0.34098360655737714
chunbook,삼화초,1999,옥천,초,매각,옥천군 안남면 청정리 510-1,26,0.4459016393442625
chunbook,상진초 적성분교장,1999,단양,초,매각, 단양군 적성면 하리 59,26,0.4459016393442625
chunbook,상촌중,2019,영동,중,대부,영동군 상촌면 유곡리 467-3,6,0.28196721311475414
chunbook,상촌초 대해분교장,1991,영동,초,대부,영동군 상촌면 대해리 698,34,0.7475409836065575
chunbook,상촌초 물한분교장,1991,영동,초,자체활용,영동군 상촌면 물한리 643,34,0.6491803278688525
chunbook,상촌초 삼봉분교장,1993,영동,초,매각,영동군 상촌면 고자리 360-4,32,0.524590163934426
chunbook,상촌초 황학분교장,1998,영동,초,대부,영동군 상촌면 궁촌리 301,27,0.6557377049180327
chunbook,생극초 관성분교장,1999,음성,초,미활용,음성군 생극면 관성리 13-1,26,0.7901639344262298
chunbook,생극초 오생분교장,1999,음성,초,매각,음성군 생극면 생리 570,26,0.4459016393442625
chunbook,선림초 도기분교장,1995,제천,초,매각,제천시 덕산면 도기리 340-2,30,0.4983606557377048
chunbook,성남초 동신분교장,1995,충주,초,매각,충주시 목벌동 447-10,30,0.4983606557377048
chunbook,성남초 종인분교장,1995,충주,초,자체활용,충주시 종민동 510-3,30,0.5967213114754099
chunbook,성암초 연곡분교장,1991,진천,초,미활용,진천군 진천읍 연곡리 191-1,34,0.8950819672131151
chunbook,세성초 공이분교장,1999,충주,초,대부,충주시 살미면 공이리 448-1,26,0.6426229508196722
chunbook,세성초 살미분교장,1994,충주,초,매각,충주시 살미면 내사리 600-8,31,0.5114754098360655
chunbook,세성초 향산분교장,1993,충주,초,대부,충주시 살미면 향산리 379,32,0.7213114754098361
chunbook,세평초,1998,괴산증평,초,대부,괴산군 불정면 세평리 214,27,0.6557377049180327
chunbook,소수초 광신분교장,1995,괴산증평,초,미활용,괴산군 소수면 몽촌리 219,30,0.8426229508196724
chunbook,소수초 북상분교장,1994,괴산증평,초,매각,괴산군 소수면 고마리 238-3,31,0.5114754098360655
chunbook,소이초 대장분교,2019,음성,초,대부,음성군 소이면 대장리 344-4,6,0.38032786885245917
chunbook,소태초 덕은분교장,1996,충주,초,대부,충주시 소태면 덕은리 229,29,0.6819672131147542
chunbook,속리중,2011,보은,중,매각,보은군 속리산면 상판리 87,14,0.19016393442622948
chunbook,속리초 장재분교장,1982,보은,초,매각,보은군 외속리면 장재리 208,43,0.6688524590163935
chunbook,송계초 동산분교장,1988,제천,초,매각,제천시 한수면 송계리 1088,37,0.5901639344262294
chunbook,송면초 관평분교장,1991,괴산증평,초,매각,괴산군 청천면 관평리 169,34,0.5508196721311475
chunbook,송면초 삼송분교장,1995,괴산증평,초,매각,괴산군 청천면 삼송리 529-1,30,0.4983606557377048
chunbook,송학초 송한분교장,1993,제천,초,대부,제천시 송학면 송한리 543,32,0.7213114754098361
chunbook,송한초 오미분교장,1988,제천,초,매각,제천시 송학면 오미리 222,37,0.5901639344262294
chunbook,수산초,2000,제천,초,매각,제천시 수산면 내리 168-2,25,0.4327868852459018
chunbook,수산초 괴곡분교장,1990,제천,초,매각,제천시 수산면 원대리 137,35,0.5639344262295082
chunbook,수산초 단산분교장,1992,제천,초,매각,제천시 수산면 고명리 299-1,33,0.5377049180327867
chunbook,수산초 대전분교장,1999,제천,초,매각,제천시 수산면 대전리 218,26,0.4459016393442625
chunbook,수산초 추동분교장,1998,제천,초,매각,제천시 수산면 도전리 175,27,0.4590163934426231
chunbook,수성초 입동분교장,1996,청주,초,매각, 청주시 청원구 내수읍 입상리 425-5,29,0.4852459016393441
chunbook,수안보초 미륵분교장,1992,충주,초,매각,충주시 상모면 미륵리 194,33,0.5377049180327867
chunbook,수정초 법주분교장,2007,보은,초,대부,보은군 속리산면 상판리 210-2,18,0.5377049180327867
chunbook,수정초 북암분교장,2000,보은,초,매각,보은군 속리산면 하판리 43,25,0.4327868852459018
chunbook,수정초 삼가분교장,2018,보은,초,매각,보은군 속리산면 삼가리 140,7,0.19672131147540983
chunbook,수회초 팔봉분교장,1999,충주,초,대부,충주시 살미면 토계리 263,26,0.6426229508196722
chunbook,신기초,1997,괴산증평,초,매각,괴산군 괴산읍 신기리 469,28,0.47213114754098384
chunbook,신덕초,1994,진천,초,자체활용,진천군 진천읍 삼덕리 607-2,31,0.6098360655737706
chunbook,심천초 길현분교장,1989,영동,초,매각,영동군 심천면 길현리 578,36,0.5770491803278689
chunbook,안내초 대동분교장,1993,옥천,초,매각,옥천군 안내면 동대리 395-1,32,0.524590163934426
chunbook,안내초 용촌분교장,1995,옥천,초,대부,옥천군 안내면 용촌리 160,30,0.6950819672131149
chunbook,앙성초 영죽분교장,1999,충주,초,대부,충주시 앙성면 영죽리 264-1,26,0.6426229508196722
chunbook,야동초,2020,충주,초,대부,충주시 소태면 야동리 487,5,0.36721311475409846
chunbook,야동초 하남분교장,1999,충주,초,매각,충주시 소태면 주치리 645-1,26,0.4459016393442625
chunbook,양강초 산막분교장,1992,영동,초,매각,영동군 양강면 산막리 485-1,33,0.5377049180327867
chunbook,양산초 가선분교장,1989,영동,초,매각,영동군 양산면 가선리 152-1,36,0.5770491803278689
chunbook,양산초천태분교장,1994,영동,초,대부,영동군 양산면 호탄리 708-1,31,0.7081967213114756
chunbook,양화초,1995,제천,초,대부,제천시 금성면 양화리 623,30,0.6950819672131149
chunbook,양화초 동막분교장,1991,제천,초,매각,제천시 금성면 동막리 434,34,0.5508196721311475
chunbook,어룡초,1999,괴산증평,초,매각,괴산군 청천면 도원리 287-1,26,0.4459016393442625
chunbook,어상천초 금당분교장,1995,단양,초,매각, 단양군 어상천면 심곡리 79,30,0.4983606557377048
chunbook,어상천초 덕문곡분교장,1992,단양,초,대부,단양군 영춘면  덕문곡리 171,33,0.7344262295081968
chunbook,어상천초 선암분교장,2001,단양,초,대부,단양군 어상천면 석교리 69,24,0.6163934426229508
chunbook,어상천초연곡분교장,1993,단양,초,미활용,단양군 어상천면  연곡리 631,32,0.8688524590163936
chunbook,엄정초 목계분교장,2009,충주,초,대부,충주시 엄정면 목계리 111,16,0.5114754098360655
chunbook,연풍초 신풍분교장,1993,괴산증평,초,매각,괴산군 연풍면 원풍리 439,32,0.524590163934426
chunbook,영동초 화신분교장,1993,영동,초,대부,영동군 영동읍 화신리 228-3,32,0.7213114754098361
chunbook,영춘초 동대분교장,1999,단양,초,자체활용,단양군 영춘면 동대리 806,26,0.5442622950819672
chunbook,영춘초 의풍분교장,2009,단양,초,대부,단양군 영춘면  의풍리760,16,0.5114754098360655
chunbook,오수초,1999,괴산증평,초,대부,괴산군 연풍면 유하리 196-9,26,0.6426229508196722
chunbook,오창초 가좌분교장,2008,청주,초,미활용,청주시 청원구 오창읍 가좌리 129,17,0.6721311475409836
chunbook,오창초 유리분교장,2008,청주,초,자체활용,청주시 청원구 오창읍 유리 394,17,0.42622950819672145
chunbook,옥산초 금계분교장,1998,청주,초,매각, 청주시 흥덕구 옥산면 금계리 223,27,0.4590163934426231
chunbook,옥산초 소로분교장,2019,청주,초,매각, 청주시 흥덕구 옥산면 소로리 313-1,6,0.18360655737704912
chunbook,옥산초 호죽분교장,1999,청주,초,대부,청주시 흥덕구 옥산면 호죽리 300-3,26,0.6426229508196722
chunbook,외천초 ,2012,청주,초,자체활용,청주시 서원구 남이면 부용외천리 290,13,0.3737704918032788
chunbook,용문중,2019,영동,중,매각,영동군 용산면 용산리 91,6,0.0852459016393442
chunbook,용산초,1999,영동,초,미활용,영동군 용산면 한곡리 206-2,26,0.7901639344262298
chunbook,용산초 청화분교장,1987,영동,초,매각,영동군 용산면 미전리 431-3,38,0.6032786885245901
chunbook,용암초,1999,영동,초,대부,영동군 황간면 용암리 642,26,0.6426229508196722
chunbook,용암초 도동분교장,1988,영동,초,매각,영동군 황간면 우천리 408-1,37,0.5901639344262294
chunbook,용화초 자계분교장,1991,영동,초,대부,영동군 용화면 자계리 569,34,0.7475409836065575
chunbook,용화초 조동분교장,1992,영동,초,매각,영동군 용화면 조동리 444,33,0.5377049180327867
chunbook,운학초 차도분교장,1983,제천,초,매각,제천시 백운면 운학리 648,42,0.6557377049180327
chunbook,원남초 문암분교장,1999,음성,초,대부,음성군 원남면 문암리 593,26,0.6426229508196722
chunbook,원남초 조촌분교장,1992,음성,초,매각,음성군 원남면 조촌리 549,33,0.5377049180327867
chunbook,유덕초,1999,제천,초,미활용,제천시 덕산면 신현리606,26,0.7901639344262298
chunbook,유덕초 덕곡분교장,1989,제천,초,매각,제천시 한수면 덕곡리 120,36,0.5770491803278689
chunbook,유덕초 복평분교장,1995,제천,초,대부,제천시 덕산면 수산리 833-2,30,0.6950819672131149
chunbook,이수초 심원분교장,1992,영동,초,매각,영동군 영동읍 심원리 351-1,33,0.5377049180327867
chunbook,이안초,1997,충주,초,매각,충주시 이류면 완오리 889,28,0.47213114754098384
chunbook,이원초 지탄분교장,2012,옥천,초,대부,옥천군 이원면 지탄리 734-5,13,0.4721311475409836
chunbook,입석초,2021,제천,초,대부,제천시 송학면 입석리 609-2,4,0.35409836065573774
chunbook,장연중,2013,괴산증평,중,매각,괴산군 장연면 오가리 563-1,12,0.16393442622950816
chunbook,장연초 광진분교장,2005,괴산증평,초,매각,괴산군 장연면 광진리 814-1,20,0.36721311475409846
chunbook,장연초 장풍분교장,1999,괴산증평,초,매각,괴산군 장연면 장암리 285-3,26,0.4459016393442625
chunbook,주덕고,2023,충주,고,자체활용,충주시 주덕읍 신중리 130-3,2,0.032786885245901565
chunbook,죽리초 율리분교장,1991,괴산증평,초,매각, 증평군 증평읍 율리 487-1,34,0.5508196721311475
chunbook,죽향초 군북분교장,1994,옥천,초,자체활용,옥천군 군북면 소정리 245,31,0.6098360655737706
chunbook,중앙중 가금분교장,2009,충주,중,미활용,충주시 중앙탑면 가흥리 361-7,16,0.5606557377049181
chunbook,증약초 추소분교,1991,옥천,초,매각,옥천군 군북면 추소리 665,34,0.5508196721311475
chunbook,창암초,1998,충주,초,대부,충주시 가금면 창동리 산22-2,27,0.6557377049180327
chunbook,천덕초,1999,영동,초,대부,영동군 매곡면 공수리 463-2,26,0.6426229508196722
chunbook,청동초,1999,옥천,초,대부,옥천군 청산면 효목리 675-1,26,0.6426229508196722
chunbook,청산초 대월분교장,1995,옥천,초,대부,옥천군 청산면 대성리 173-1,30,0.6950819672131149
chunbook,청산초 예곡분교,1995,옥천,초,매각,옥천군 청산면 예곡리 150,30,0.4983606557377048
chunbook,청성초 능월분교,2009,옥천,초,매각,옥천군 청성면 도장리 496,16,0.3147540983606558
chunbook,청성초 묘금분교장,2000,옥천,초,대부,옥천군 청성면 묘금리 19-1,25,0.6295081967213115
chunbook,청성초 신서분교,1995,옥천,초,매각,옥천군 청산면 신매리 667-1,30,0.4983606557377048
chunbook,청성초 화성분교장,1999,옥천,초,미활용,옥천군 청성면 화성리 295-1,26,0.7901639344262298
chunbook,청천초 대후분교장,1993,괴산증평,초,대부,괴산군 청천면 후영리 196-1,32,0.7213114754098361
chunbook,청천초 신월분교장,2007,괴산증평,초,미활용,괴산군 청천면 신월리 144,18,0.6852459016393443
chunbook,청풍중,2004,제천,중,매각,제천시 청풍면 물태리 산6,21,0.28196721311475414
chunbook,청풍초 금산분교장,1996,제천,초,매각,제천시 수산면 상천리 417,29,0.4852459016393441
chunbook,청풍초 안암분교장,1988,제천,초,매각,제천시 금성면 성내리 산48-4,37,0.5901639344262294
chunbook,청풍초 양평분교,1995,제천,초,매각,제천시 청풍면 도곡리 산21-7,30,0.4983606557377048
chunbook,청풍초 학현분교장,1990,제천,초,자체활용,제천시 청풍면  학현리 산18-1,35,0.6622950819672132
chunbook,초강초 금호분교,1995,영동,초,매각,영동군 심천면 기호리 400,30,0.4983606557377048
chunbook,추산초,2017,괴산증평,초,미활용,괴산군 불정면 추산리 545-2,8,0.5540983606557376
chunbook,추산초 삼방분교장,1994,괴산증평,초,매각,괴산군 불정면 삼방리 304,31,0.5114754098360655
chunbook,추평초,1999,충주,초,대부,충주시 엄정면 추평리 454,26,0.6426229508196722
chunbook,추풍령초 계룡분교,1988,영동,초,매각,영동군 추풍령면 계룡리 452-1,37,0.5901639344262294
chunbook,추풍령초 신안분교,1995,영동,초,매각,영동군 추풍령면 신안리 63,30,0.4983606557377048
chunbook,추풍령초 죽전분교,1988,영동,초,매각,영동군 추풍령면 죽전리 205-1,37,0.5901639344262294
chunbook,칠성초 갈론분교장,1988,괴산증평,초,매각,괴산군 칠성면 사은리 102-2,37,0.5901639344262294
chunbook,칠성초 쌍곡분교장,1991,괴산증평,초,자체활용,괴산군 칠성면 쌍곡리 157,34,0.6491803278688525
chunbook,칠성초 외사분교장,2009,괴산증평,초,매각,괴산군 칠성면 외사리 152,16,0.3147540983606558
chunbook,탄부초 사직분교장,2002,보은,초,대부,보은군 탄부면 사직리 151-3,23,0.6032786885245901
chunbook,학산초 광평분교,1993,영동,초,매각,영동군 학산면 지내리 549,32,0.524590163934426
chunbook,학산초 봉산분교장,1999,영동,초,대부,영동군 학산면 황산리 563-1,26,0.6426229508196722
chunbook,한수중 ,1998,제천,중,미활용,제천시 한수면 송계리 309-1,27,0.7049180327868853
chunbook,한수초,1983,제천,초,매각,제천시 한수면 황강리 327,42,0.6557377049180327
chunbook,한천초 두촌분교장,1999,진천,초,매각,진천군 덕산읍 두촌리 100,26,0.4459016393442625
chunbook,현도초 노산분교장,1998,청주,초,매각, 청주시 서원구 현도면 노산리 538,27,0.4590163934426231
chunbook,현암초 ,1999,청주,초,자체활용,청주시 흥덕구 현암동 89,26,0.5442622950819672
chunbook,화곡초,2001,영동,초,매각,영동군 영동읍 주곡리 44-1,24,0.4196721311475411
chunbook,화당초 덕동분교장,1990,제천,초,매각,제천시 백운면 덕동리 252-2,35,0.5639344262295082
chunbook,화당초 운학분교장,1994,제천,초,매각,제천시 백운면 운학리 313,31,0.5114754098360655
chunbook,황간중,2019,영동,중,매각,영동군 황간면 남성리 526-1,6,0.0852459016393442
chunbook,황간초 우매분교,1989,영동,초,매각,영동군 황간면 우매리 110,36,0.5770491803278689
chunbook,황학초 흥덕분교,1988,영동,초,매각,영동군 상촌면 흥덕리 산7-9,37,0.5901639344262294
chunbook,회남초 법수분교장,1991,보은,초,매각,보은군 회남면 법수리 43,34,0.5508196721311475
chunbook,회남초 분저분교장,1992,보은,초,미활용,보은군 회남면 분저리 71,33,0.8819672131147543
chunbook,회인초 회동분교장,1994,보은,초,매각,보은군 회인면 고석리 123-1,31,0.5114754098360655
chunbook,회인초 회룡분교장,1992,보은,초,매각,보은군 회북면 용곡리 95-2,33,0.5377049180327867
gyeongnam,(구)갈전초등학교,1999,진주,초,대부,진주시 금산면 갈전리 1441-1,26,0.6426229508196722
gyeongnam,(구)남상초등학교,1999,거창,초,대부,거창군 남상면 대산리 128,26,0.6426229508196722
gyeongnam,(구)대산초등학교,2007,함안,초,대부,함안군 대산면 평림리 398-1,18,0.5377049180327867
gyeongnam,(구)문산중학교,2016,진주,중,자체활용,진주시 문산읍 삼곡리 640-1,9,0.22295081967213104
gyeongnam,(구)미천초등학교,2007,진주,초,대부,진주시 미천면 오방리 141-4,18,0.5377049180327867
gyeongnam,(구)북면초등학교,2014,창원,초,자체활용,창원시 의창구 북면 동전리 141-3,11,0.3475409836065575
gyeongnam,(구)수남초등학교,2009,김해,초,자체활용,김해시 응달동 154-21,16,0.41311475409836085
gyeongnam,(구)양보초등학교,1999,하동,초,자체활용,하동군 양보면 장암리 583,26,0.5442622950819672
gyeongnam,(구)웅천초등학교,2018,창원,초,자체활용,창원시 진해구 성내동 399-4,7,0.29508196721311475
gyeongnam,(구)장재초등학교,2015,진주,초,자체활용,진주시 장재동 582,10,0.3344262295081968
gyeongnam,(구)주촌초등학교,2019,김해,초,자체활용,김해시 주촌면 내삼리 652-1,6,0.28196721311475414
gyeongnam,(구)진양고등학교,2017,본청,고,자체활용,진주시 문산읍 삼곡리 660,8,0.11147540983606563
gyeongnam,(구)진주중앙중학교,1978,본청,중,자체활용,진주시 상평동 272-3,47,0.7213114754098361
gyeongnam,가례초등학교갑을분교장,1999,의령,초,매각,"경상남도 의령군 가례면 
개승리 1791",26,0.4459016393442625
gyeongnam,가방초등학교,1995,진주,초,매각,경상남도 진주시 금산면 가방리 326,30,0.4983606557377048
gyeongnam,가북초등학교개금분교장,1997,거창,초,매각,경상남도 거창군 가북면 용암리 361-1,28,0.47213114754098384
